Sensor No.,Temperature,Fault Type
5,2,Drift Fault
7,93,Hard Fault
1,65,No Fault
6,15,Soft Fault
4,46,No Fault
8,52,No Fault
5,19,Soft Fault
10,38,No Fault
4,28,No Fault
9,90,Spike and Bias Fault
1,63,No Fault
2,7,Soft Fault
5,23,No Fault
1,0,Drift Fault
4,12,Soft Fault
4,72,Spike and Bias Fault
8,39,No Fault
2,-20,Drift Fault
6,7,Soft Fault
10,8,Soft Fault
7,45,No Fault
9,-2,Drift Fault
3,5,Soft Fault
9,88,Spike and Bias Fault
5,18,Soft Fault
1,5,Soft Fault
2,47,No Fault
4,55,No Fault
2,90,Spike and Bias Fault
1,58,No Fault
7,68,No Fault
3,-1,Drift Fault
10,68,No Fault
1,41,No Fault
8,14,Soft Fault
10,-4,Drift Fault
8,36,No Fault
1,45,No Fault
8,14,Soft Fault
9,-20,Drift Fault
6,60,No Fault
9,69,No Fault
7,36,No Fault
7,19,Soft Fault
6,18,Soft Fault
9,57,No Fault
9,18,Soft Fault
3,-17,Drift Fault
8,24,No Fault
5,50,No Fault
2,14,Soft Fault
8,20,No Fault
2,43,No Fault
6,79,Spike and Bias Fault
2,42,No Fault
10,35,No Fault
4,9,Soft Fault
10,24,No Fault
8,19,Soft Fault
9,20,No Fault
4,24,No Fault
5,90,Spike and Bias Fault
3,62,No Fault
8,4,Drift Fault
5,3,Drift Fault
4,-18,Drift Fault
5,40,No Fault
1,29,No Fault
4,39,No Fault
5,50,No Fault
6,17,Soft Fault
7,54,No Fault
8,69,No Fault
5,12,Soft Fault
9,49,No Fault
5,33,No Fault
3,6,Soft Fault
3,-4,Drift Fault
9,28,No Fault
8,6,Soft Fault
10,60,No Fault
3,25,No Fault
7,5,Soft Fault
7,-17,Drift Fault
2,79,Spike and Bias Fault
6,10,Soft Fault
8,52,No Fault
6,26,No Fault
9,56,No Fault
5,11,Soft Fault
5,99,Hard Fault
4,100,Hard Fault
5,49,No Fault
8,22,No Fault
9,43,No Fault
10,21,No Fault
6,41,No Fault
10,36,No Fault
8,9,Soft Fault
7,12,Soft Fault
8,73,Spike and Bias Fault
9,-8,Drift Fault
4,38,No Fault
4,37,No Fault
1,26,No Fault
5,59,No Fault
4,26,No Fault
1,82,Spike and Bias Fault
9,43,No Fault
6,55,No Fault
10,7,Soft Fault
7,40,No Fault
9,33,No Fault
7,28,No Fault
6,38,No Fault
1,75,Spike and Bias Fault
5,21,No Fault
9,24,No Fault
3,-10,Drift Fault
4,29,No Fault
7,-15,Drift Fault
2,31,No Fault
1,3,Drift Fault
9,70,No Fault
1,50,No Fault
2,35,No Fault
3,6,Soft Fault
7,-8,Drift Fault
7,34,No Fault
8,43,No Fault
4,25,No Fault
9,23,No Fault
4,24,No Fault
6,11,Soft Fault
4,21,No Fault
3,13,Soft Fault
1,-19,Drift Fault
9,52,No Fault
2,78,Spike and Bias Fault
5,60,No Fault
9,-18,Drift Fault
4,2,Drift Fault
5,74,Spike and Bias Fault
5,95,Hard Fault
3,36,No Fault
6,8,Soft Fault
8,2,Drift Fault
8,31,No Fault
9,3,Drift Fault
1,33,No Fault
5,30,No Fault
5,20,No Fault
3,29,No Fault
2,18,Soft Fault
9,21,No Fault
8,27,No Fault
4,-9,Drift Fault
2,24,No Fault
3,10,Soft Fault
4,98,Hard Fault
6,31,No Fault
10,27,No Fault
4,6,Soft Fault
1,55,No Fault
7,30,No Fault
8,0,Drift Fault
7,44,No Fault
1,50,No Fault
7,60,No Fault
5,3,Drift Fault
10,-18,Drift Fault
2,90,Spike and Bias Fault
10,43,No Fault
4,74,Spike and Bias Fault
8,41,No Fault
1,64,No Fault
10,-5,Drift Fault
7,14,Soft Fault
6,-20,Drift Fault
2,-7,Drift Fault
4,49,No Fault
9,31,No Fault
5,79,Spike and Bias Fault
7,44,No Fault
1,5,Soft Fault
9,2,Drift Fault
4,93,Hard Fault
2,-20,Drift Fault
8,-7,Drift Fault
4,12,Soft Fault
3,52,No Fault
3,64,No Fault
8,52,No Fault
3,46,No Fault
5,62,No Fault
5,53,No Fault
7,9,Soft Fault
1,24,No Fault
5,20,No Fault
5,50,No Fault
5,39,No Fault
4,-17,Drift Fault
10,22,No Fault
5,9,Soft Fault
2,36,No Fault
1,85,Spike and Bias Fault
4,14,Soft Fault
6,15,Soft Fault
3,15,Soft Fault
5,3,Drift Fault
1,45,No Fault
10,1,Drift Fault
7,14,Soft Fault
9,24,No Fault
5,12,Soft Fault
1,20,No Fault
6,30,No Fault
2,18,Soft Fault
4,21,No Fault
10,42,No Fault
6,42,No Fault
5,22,No Fault
8,51,No Fault
2,37,No Fault
2,50,No Fault
2,4,Drift Fault
7,32,No Fault
4,15,Soft Fault
1,-6,Drift Fault
9,43,No Fault
10,49,No Fault
5,96,Hard Fault
8,-11,Drift Fault
10,43,No Fault
3,30,No Fault
2,68,No Fault
4,27,No Fault
3,25,No Fault
4,17,Soft Fault
4,52,No Fault
6,58,No Fault
6,19,Soft Fault
5,14,Soft Fault
6,2,Drift Fault
4,8,Soft Fault
8,53,No Fault
8,51,No Fault
1,41,No Fault
8,34,No Fault
9,-13,Drift Fault
8,21,No Fault
3,0,Drift Fault
1,33,No Fault
10,33,No Fault
7,56,No Fault
4,10,Soft Fault
4,25,No Fault
8,11,Soft Fault
2,26,No Fault
4,45,No Fault
7,48,No Fault
7,80,Spike and Bias Fault
2,57,No Fault
9,13,Soft Fault
5,17,Soft Fault
4,67,No Fault
10,61,No Fault
10,71,Spike and Bias Fault
2,73,Spike and Bias Fault
1,26,No Fault
1,-17,Drift Fault
9,43,No Fault
3,12,Soft Fault
5,72,Spike and Bias Fault
4,20,No Fault
10,-1,Drift Fault
10,94,Hard Fault
7,7,Soft Fault
9,37,No Fault
1,41,No Fault
1,25,No Fault
8,29,No Fault
6,59,No Fault
5,33,No Fault
9,32,No Fault
3,36,No Fault
10,48,No Fault
3,6,Soft Fault
4,68,No Fault
2,-10,Drift Fault
3,41,No Fault
1,77,Spike and Bias Fault
4,50,No Fault
1,93,Hard Fault
5,48,No Fault
7,17,Soft Fault
2,51,No Fault
9,74,Spike and Bias Fault
7,29,No Fault
5,51,No Fault
7,-15,Drift Fault
8,22,No Fault
3,20,No Fault
7,50,No Fault
2,23,No Fault
3,15,Soft Fault
8,54,No Fault
8,39,No Fault
1,49,No Fault
8,-3,Drift Fault
6,56,No Fault
9,0,Drift Fault
2,87,Spike and Bias Fault
8,0,Drift Fault
4,50,No Fault
4,-17,Drift Fault
3,23,No Fault
7,42,No Fault
4,29,No Fault
2,34,No Fault
9,75,Spike and Bias Fault
2,26,No Fault
3,41,No Fault
9,32,No Fault
1,-10,Drift Fault
2,35,No Fault
7,63,No Fault
4,40,No Fault
8,-17,Drift Fault
6,14,Soft Fault
9,15,Soft Fault
2,-17,Drift Fault
5,40,No Fault
2,14,Soft Fault
10,60,No Fault
4,65,No Fault
9,24,No Fault
1,36,No Fault
5,79,Spike and Bias Fault
10,28,No Fault
1,43,No Fault
9,-14,Drift Fault
3,55,No Fault
5,55,No Fault
7,22,No Fault
5,13,Soft Fault
5,25,No Fault
9,17,Soft Fault
8,93,Hard Fault
2,19,Soft Fault
4,32,No Fault
3,32,No Fault
5,77,Spike and Bias Fault
10,48,No Fault
2,7,Soft Fault
5,13,Soft Fault
6,48,No Fault
6,42,No Fault
3,62,No Fault
4,19,Soft Fault
6,-5,Drift Fault
5,50,No Fault
2,-13,Drift Fault
8,18,Soft Fault
1,7,Soft Fault
7,11,Soft Fault
3,49,No Fault
10,27,No Fault
6,29,No Fault
2,37,No Fault
3,20,No Fault
3,40,No Fault
10,77,Spike and Bias Fault
8,23,No Fault
9,23,No Fault
8,9,Soft Fault
8,43,No Fault
2,1,Drift Fault
4,20,No Fault
10,93,Hard Fault
1,21,No Fault
1,11,Soft Fault
3,38,No Fault
3,97,Hard Fault
7,63,No Fault
8,14,Soft Fault
7,62,No Fault
9,0,Drift Fault
5,30,No Fault
1,43,No Fault
6,9,Soft Fault
9,22,No Fault
9,13,Soft Fault
1,37,No Fault
6,-14,Drift Fault
10,0,Drift Fault
6,87,Spike and Bias Fault
6,45,No Fault
7,10,Soft Fault
5,56,No Fault
9,4,Drift Fault
6,91,Hard Fault
1,11,Soft Fault
3,41,No Fault
9,58,No Fault
8,37,No Fault
5,11,Soft Fault
5,48,No Fault
10,34,No Fault
9,21,No Fault
3,17,Soft Fault
8,28,No Fault
4,70,No Fault
2,9,Soft Fault
5,35,No Fault
6,2,Drift Fault
9,31,No Fault
1,29,No Fault
7,47,No Fault
9,7,Soft Fault
10,16,Soft Fault
9,7,Soft Fault
3,16,Soft Fault
2,9,Soft Fault
1,77,Spike and Bias Fault
6,95,Hard Fault
6,10,Soft Fault
9,55,No Fault
3,0,Drift Fault
2,82,Spike and Bias Fault
8,10,Soft Fault
5,94,Hard Fault
3,58,No Fault
9,44,No Fault
1,55,No Fault
6,13,Soft Fault
7,31,No Fault
7,7,Soft Fault
1,73,Spike and Bias Fault
4,47,No Fault
10,5,Soft Fault
7,15,Soft Fault
9,38,No Fault
